title,url,views,duration,likes,dislikes,channelName,subscribers,description,keywords,date_published,date_scraped,tags,comments,image_urls,path,checksum,status
mercado positivo rip liga europa dia de sporting 02 outubro 2020 21,https://www.youtube.com/watch?v=q4964awt3Y0,57970,20.0,3980,34,GonzaaL,54100, instagram gonzaal1906 twitter gonzaaaaaal e mail gonzaaaal hotmail com psn gvmx youtube secundário the7thavenger https www youtube co ,fifa 19 fifa 20 ea fifa ultimate team pack opening online draft modo carreira modo treinador sporting benfica porto portugal brasil mané a ve ,2020-11-05,2020-09-11 00:43:04, fifa 19 fifa 20 ea fifa ultimate team pack opening online draft modo carreira modo treinador sporting benfica porto portugal brasil mané a verdadeira caminhada random fifices fut champions pt br tots toty totw vida de jogador zé do júlio fifa 21 dia de sporting relatório pedro gonçalves portimonense nuno mendes golo lask liga europa 1 4 2 2 vietto nuno santos 0 4 4 0 guimarães vitória jovane , no sporting não há bons dias só há dias um fanático do deus mané 2020,http://i4.ytimg.com/vi/q4964awt3Y0/hqdefault.jpg,full/0b34efe73c87d4d79c86eca9245316c10cfaec8e.jpg,8e7fa6b58ffe014adf41b252e008c759,downloaded
system of a down genocidal humanoidz official audio ,https://www.youtube.com/watch?v=_74nVpLVn9Q,223080,37.0,218159,14524,System Of A Down,497, genocidal humanoidz and protect the land are now available for purchase on our official bandcamp page https systemofadown bandcamp com where band proc ,vídeo compartir teléfono con cámara teléfono con vídeo gratuito subida,2020-11-05,2020-09-11 00:43:41, ,2020 sorry about everything here s some new soad,http://i4.ytimg.com/vi/_74nVpLVn9Q/hqdefault.jpg,full/c56e6cdbf5acd6559fc3ebaf0775c154a8f5400f.jpg,b5b2f63cb8ddafda8463132aeae6e62b,downloaded
a minha nova casa de youtubers,https://www.youtube.com/watch?v=2XNbxQSLE2M,8655,109.0,4484,38,s1rpent,76400,instagram https www instagram com s1rpent twitter https twitter com s1rpent twitch https www twitch tv s1rpent facebook https www facebook com ,casa com youtubers rubenex ruben ex jamie jamiedrakehd chentric chentric 1337 mudança vlog cinematic a7r iii 24 70 sigma b roll edit csgo s1rp ,2020-11-07,2020-09-11 00:44:19, casa com youtubers rubenex ruben ex jamie jamiedrakehd chentric chentric 1337 mudança vlog cinematic a7r iii 24 70 sigma b roll edit csgo s1rpent sirpent ,rebenta meu maninho ,http://i4.ytimg.com/vi/2XNbxQSLE2M/hqdefault.jpg,full/ad923dd166515ad0aa90aba33eb4574085c6e717.jpg,7188f4cc4a9c0c9149aacd20c75cc755,downloaded
highlights resumo paços de ferreira 3 2 fc porto liga 20 21 6 ,https://www.youtube.com/watch?v=pIaU1HyLWTc,24940,40.0,3379,202,VSPORTS - Liga NOS,211000, vsports liganos ligaportugal jogasmuito triunfo do paços de ferreira por 3 2 frente ao fc porto no arranque da 6 ª jornada da liga nos vsports na rede ,futebol soccer football primeira liga liga nos portuguese league resumo highlights golos goals liga portuguesa liga portugal portugal 2020 21 s ,2020-10-30,2020-09-11 00:44:57, futebol soccer football primeira liga liga nos portuguese league resumo highlights golos goals liga portuguesa liga portugal portugal 2020 21 season 20 21 sp ty high sp dt 2020 10 30t20 30 00z sp st soccer sp li port sp ti home pac sp ti away fcp paços ferreira fcpf fcp porto oporto fc porto eustáquio otávio bruno costa dor jan sérgio sérgio oliveira ,que jogão do paços os homens não largavam a baliza dos outros parabéns rapazes ,http://i4.ytimg.com/vi/pIaU1HyLWTc/hqdefault.jpg,full/5cdd6063e95e85bd9abd99903de7fd5d5b7615b7.jpg,3ff4c65987c4cd30875c2f40833aa1ec,downloaded
gusttavo lima tudo que eu queria o embaixador the legacy ,https://www.youtube.com/watch?v=hvzDXIrkHOo,77,175.0,412142,11679,Gusttavo Lima Oficial,16,essa música faz parte do novo álbum do gusttavo lima o embaixador the legacy gravado em goiânia go inscreva se no canal http tinyurl com youtubegl ouça ,gusttavo lima gusttavo lima 2020 gusttavo lima live gusttavo lima embaixador gusttavo lima ao vivo gusttavo lima oficial gusttavo lima buteco gusttavo ,2020-10-23,2020-09-11 00:45:34, gusttavo lima gusttavo lima 2020 gusttavo lima live gusttavo lima embaixador gusttavo lima ao vivo gusttavo lima oficial gusttavo lima buteco gusttavo lima nova gusttavo lima modao gusttavo lima as melhores gusttavo lima o embaixador gusttavo lima tudo que eu queria tudo que eu queria gustavo lima tudo que eu queria gusttavo lima tudo que eu queria oficial gusttavo lima tudo que eu queria ao vivo gusttavo lima tudo que eu queria letra tudo que eu queria status ,vem curtir comigo o terceiro lançamento do meu novo dvd oembaixadorthelegacy ,http://i4.ytimg.com/vi/hvzDXIrkHOo/hqdefault.jpg,full/0e8b1986e64f2d3372294df25ba0cf3a20b105ad.jpg,b1d38c18a1d883484d01a0ea53c05c93,downloaded
playstation 5 unboxing que maravilha ,https://www.youtube.com/watch?v=3rjloBjRuCE,3,490.0,84018,1837,Bernardo Almeida,576000,chegou a nova playstation 5 hoje trago te um unboxing e primeiras impressões da ps5 descobre todas as novidades em português instagram bernardo almeida ht ,bernardo almeida ps5 playstation 5 unboxing ps5 unboxing playstation 5 ps5 primeiras impressões ps5 vale a pena playstation 5 vale a pena melhor cons ,2020-10-27,2020-09-11 00:46:54, bernardo almeida ps5 playstation 5 unboxing ps5 unboxing playstation 5 ps5 primeiras impressões ps5 vale a pena playstation 5 vale a pena melhor console do mundo ,quem é br marque sua presença ,http://i4.ytimg.com/vi/3rjloBjRuCE/hqdefault.jpg,full/47b9163c2c669e29897c082f8d983ef69f3bd28e.jpg,e60203efe58fb5a5a74bcfbfee6a32a6,downloaded
tipos de pessoas doce ou travessura ,https://www.youtube.com/watch?v=l2JG6s0LtHg,125171,20.0,6925,57,ItzAndreOfficial®,141000, parcerias colaborações itzandreofficialprofissional hotmail com redes sociais facebook itzandreofficial twitter 4ndr30ffici4l instagram itzan ,itzandreofficial,2020-10-31,2020-09-11 00:47:21, itzandreofficial ,primeiro comentário continua andré não mudes és o melhor,http://i4.ytimg.com/vi/l2JG6s0LtHg/hqdefault.jpg,full/f91a77b93f2b064f0336123680d8b4a4b62c6f80.jpg,1c7e0ed915a06ddedd2d6f0b805a2f24,downloaded
justin bieber benny blanco lonely official acoustic video ,https://www.youtube.com/watch?v=Cu5hhxP_prE,42,156.0,519224,3869,Justin Bieber,585,lonely out now http smarturl it imsolonely directed by jake schreier watch the official video https smarturl it lonelyvideo subscribe to benny blanco s ,justin bieber justinbieber purpose myworld journals baby yummy believe never say never under the mistletoe 10000 hours i dont care sorry love y ,2020-10-27,2020-09-11 00:47:58, justin bieber justinbieber purpose myworld journals baby yummy believe never say never under the mistletoe 10000 hours i dont care sorry love yourself let me love you im the one no brainer cold water beauty and a beat what do you mean as long as you love me boyfriend ,its ok to not be ok,http://i4.ytimg.com/vi/Cu5hhxP_prE/hqdefault.jpg,full/efc6a65216b913ae518c3e453ed3b00a8a03da5c.jpg,7a6552be5f1dec66c7d8ebd7a5605a46,downloaded
nelson freitas plena ft julinho ksd,https://www.youtube.com/watch?v=UeHlt7yqm58,74,40.0,19807,365,Nelson Freitas,332000,download stream plena https nelsonfreitas lnk to plenaid shows worldwide booking bluebloodmusic gmail com shows portugal paulogil pgbooking pt 35192564 ,plena nelson freitas julinho ksd african nelson de freitas kizomba caboverde portugal,2020-10-16,2020-09-11 00:48:36, plena nelson freitas julinho ksd african nelson de freitas kizomba caboverde portugal ,tou a espera do bacano que põe a letra nos comentários,http://i4.ytimg.com/vi/UeHlt7yqm58/hqdefault.jpg,full/f6ec9419741792f10642a3c46b5877a660deecee.jpg,dd43be75af6f33c1bbb4a03da1171b93,downloaded
giulia be e luan santana inesquecível video ,https://www.youtube.com/watch?v=PcXtzbdCd-E,40,40.0,343195,12413,GIULIA BE,137,versão em português da faixa inolvidable escute também https lnk to inesquecivel siga giulia be instagram https www instagram com giulia twitte ,inesquecível momentoinesquecível giulia be clipe inesquecível pop pop music brasil latina latino luan santana luan santana giulia giulia be ine ,2020-10-09,2020-09-11 00:49:24, inesquecível momentoinesquecível giulia be clipe inesquecível pop pop music brasil latina latino luan santana luan santana giulia giulia be inesquecível giulia be 2020 novo video giulia be ,compartilhe aqui o seu momentoinesquecível,http://i4.ytimg.com/vi/PcXtzbdCd-E/hqdefault.jpg,full/581f80155d081fe9d4d1909511c3a92880af9254.jpg,adf002994c3e5a35c20e88d1a5a462a1,downloaded
justin bieber benny blanco lonely official music video ,https://www.youtube.com/watch?v=xQOO2xGQ1Pc,6,157.0,22,34037,Justin Bieber,585,lonely is out now http smarturl it imsolonely starring jacob tremblay and directed by jake schreier if you re feeling lonely or know someone who is strugg ,justin bieber benny blanco lonely friends keep secrets def jam recordings interscope records pop,2020-10-15,2020-09-11 00:49:52, justin bieber benny blanco lonely friends keep secrets def jam recordings interscope records pop ,i feel guilty for having seen him in concert when he was younger to know that he may have been unhappy or feeling this way while performing is heartbreaking ,http://i4.ytimg.com/vi/xQOO2xGQ1Pc/hqdefault.jpg,full/f2e5a3e03eb35761ad89b99dffc50a2ac6f40622.jpg,3c853c0602c97373a338378606f57a9e,downloaded
zé felipe só tem eu videoclipe oficial ,https://www.youtube.com/watch?v=0mMu1D6VEAQ,11,169.0,14,32850,Zé Felipe,37,esse é o clipe oficial da música só tem eu do zé felipe sotemeu zefelipe virginia inscreva se no canal http bit ly inscreva sezf contato talismã mu ,zé felipe sertanejo sertanejo universitário na mesma estrada novo dvd você e eu proibido é mais gostoso você não vale nada relógio de são pedro,2020-10-09,2020-09-11 00:50:30, zé felipe sertanejo sertanejo universitário na mesma estrada novo dvd você e eu proibido é mais gostoso você não vale nada relógio de são pedro ,galeraaaaa assistam muito compartilhem deixem comentários aqui e não se esqueçam de deixar o like no vídeo usem sotemeu zefelipesotemeu inscrevam se bora aproveitaaaaaaaaaar esse hitzão ,http://i4.ytimg.com/vi/0mMu1D6VEAQ/hqdefault.jpg,full/82ac98b607e331c13dd73c73fc1bcecf0a6dd701.jpg,16f2bdaafa89f1422be9654d0ac4eb04,downloaded
comidas de uma só cor por 24 horas o desafio do alimento vermelho mukbang por 123 go challenge,https://www.youtube.com/watch?v=v5LVs-lKBjE,11,601.0,131109,11130,123 GO! CHALLENGE Portuguese,248,parece que é hora do lanche por aqui e aí você toparia participar do desafio de comida vermelha qual prato devoraria mais rápido que tal convidar seus am ,123go challenge portuguese desafio desafios brincadeira brincadeiras divertido engraçado 123 go 123go faça você mesmo 123 go challenge,2020-10-13,2020-09-11 00:50:57, 123go challenge portuguese desafio desafios brincadeira brincadeiras divertido engraçado 123 go 123go faça você mesmo 123 go challenge ,vermelho ,http://i4.ytimg.com/vi/v5LVs-lKBjE/hqdefault.jpg,full/2b3513f66d18b64da6431d14df86981f3d8f3cdc.jpg,03c49371275bf28d9bf6472d1481508b,downloaded
9 miller wappa frozen prod mizzy miles ,https://www.youtube.com/watch?v=xEVGCl0Fww0,433080,173.0,23274,1182,9 Miller,113000, 9miller filhodaguida mizzymiles 9 miller instagram https www instagram com filhodaguidathereal1 twitter https twitter com olheirodakikas mizzy miles , 9miller filhodaguida mizzymiles wappa frozen wappafrozen drill,2020-10-09,2020-09-11 00:51:45, 9miller filhodaguida mizzymiles wappa frozen wappafrozen drill ,wappa frozen letra wappa wappa ,http://i4.ytimg.com/vi/xEVGCl0Fww0/hqdefault.jpg,full/b486ef7347ed716904114068a7f57aa7322795f7.jpg,21f4e3ce8a66e166dce9eb5277d0a935,downloaded
léo santana luísa sonza século 21,https://www.youtube.com/watch?v=QGNJWBvI-js,11,169.0,298850,42630,Léo Santana,289,clique e ouça https umusicbrazil lnk to seculo21 siga leo santana https www facebook com leosantana https www instagram com leosantana https twitte ,léo santana luísa sonza século universal music ltda pop,2020-10-15,2020-09-11 00:52:23, léo santana luísa sonza século universal music ltda pop ,e ai family bora viralizar ,http://i4.ytimg.com/vi/QGNJWBvI-js/hqdefault.jpg,full/fe6478d147fb306d5c5c0de96d125ac7e366d000.jpg,c3d20024bd5b0117a37f81134e1b5c1b,downloaded
